@relation topic
@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute feature_12 numeric
@attribute feature_13 numeric
@attribute feature_14 numeric
@attribute feature_15 numeric
@attribute feature_16 numeric
@attribute feature_17 numeric
@attribute feature_18 numeric
@attribute feature_19 numeric
@attribute 'class' {C20,C11,C22,C10,C21,C13,C02,C23,C01,C12,C04,C15,C14,C03,C06,C17,C16,C05,C08,C19,C07,C18,C09}

@data
0.02348993288590604,0.016778523489932886,0.016778523489932886,0.07046979865771812,0.1644295302013423,0.0436241610738255,0.016778523489932886,0.07718120805369127,0.2516778523489933,0.0436241610738255,0.030201342281879196,0.03691275167785235,0.016778523489932886,0.03691275167785235,0.050335570469798654,0.016778523489932886,0.030201342281879196,0.016778523489932886,0.02348993288590604,0.016778523489932886,C08
0.020710059171597635,0.04437869822485207,0.026627218934911243,0.038461538461538464,0.026627218934911243,0.026627218934911243,0.0621301775147929,0.07396449704142012,0.038461538461538464,0.020710059171597635,0.0621301775147929,0.014792899408284023,0.16272189349112426,0.020710059171597635,0.07396449704142012,0.06804733727810651,0.09763313609467456,0.038461538461538464,0.026627218934911243,0.05621301775147929,C08
0.02112676056338028,0.03990610328638498,0.011737089201877934,0.01643192488262911,0.035211267605633804,0.02112676056338028,0.04929577464788732,0.16666666666666666,0.08215962441314555,0.01643192488262911,0.035211267605633804,0.011737089201877934,0.01643192488262911,0.011737089201877934,0.04929577464788732,0.025821596244131457,0.19014084507042253,0.17136150234741784,0.011737089201877934,0.01643192488262911,C08
0.03205128205128205,0.057692307692307696,0.03205128205128205,0.03205128205128205,0.03205128205128205,0.057692307692307696,0.08333333333333333,0.03205128205128205,0.04487179487179487,0.03205128205128205,0.1346153846153846,0.04487179487179487,0.04487179487179487,0.04487179487179487,0.04487179487179487,0.03205128205128205,0.03205128205128205,0.10897435897435898,0.04487179487179487,0.03205128205128205,C08
0.06140350877192982,0.02046783625730994,0.014619883040935672,0.02046783625730994,0.049707602339181284,0.038011695906432746,0.03216374269005848,0.014619883040935672,0.05555555555555555,0.02046783625730994,0.014619883040935672,0.03216374269005848,0.049707602339181284,0.02046783625730994,0.02631578947368421,0.014619883040935672,0.02046783625730994,0.4649122807017544,0.014619883040935672,0.014619883040935672,C08
0.012315270935960592,0.012315270935960592,0.03694581280788178,0.312807881773399,0.012315270935960592,0.027093596059113302,0.05172413793103448,0.017241379310344827,0.046798029556650245,0.04187192118226601,0.03201970443349754,0.027093596059113302,0.027093596059113302,0.19458128078817735,0.022167487684729065,0.03201970443349754,0.012315270935960592,0.046798029556650245,0.017241379310344827,0.017241379310344827,C08
0.0648854961832061,0.17938931297709923,0.03435114503816794,0.026717557251908396,0.019083969465648856,0.05725190839694656,0.019083969465648856,0.04961832061068702,0.026717557251908396,0.019083969465648856,0.026717557251908396,0.026717557251908396,0.08015267175572519,0.04961832061068702,0.14885496183206107,0.026717557251908396,0.03435114503816794,0.0648854961832061,0.019083969465648856,0.026717557251908396,C08
0.02,0.02,0.025714285714285714,0.02,0.09428571428571429,0.28285714285714286,0.02,0.04857142857142857,0.054285714285714284,0.02,0.02,0.025714285714285714,0.08857142857142856,0.03142857142857143,0.14,0.02,0.02,0.02,0.014285714285714285,0.014285714285714285,C08
0.02046783625730994,0.30701754385964913,0.02046783625730994,0.014619883040935672,0.03216374269005848,0.02046783625730994,0.038011695906432746,0.15497076023391812,0.02631578947368421,0.014619883040935672,0.049707602339181284,0.09064327485380116,0.014619883040935672,0.02631578947368421,0.02631578947368421,0.05555555555555555,0.02046783625730994,0.02631578947368421,0.014619883040935672,0.02631578947368421,C08
0.10130718954248366,0.042483660130718956,0.016339869281045753,0.016339869281045753,0.042483660130718956,0.03594771241830065,0.08823529411764706,0.042483660130718956,0.03594771241830065,0.029411764705882353,0.029411764705882353,0.19934640522875818,0.016339869281045753,0.03594771241830065,0.029411764705882353,0.02287581699346405,0.08823529411764706,0.05555555555555555,0.02287581699346405,0.049019607843137254,C08
0.05303030303030303,0.03282828282828283,0.07828282828282829,0.08333333333333333,0.012626262626262626,0.012626262626262626,0.03787878787878788,0.12878787878787878,0.027777777777777776,0.012626262626262626,0.012626262626262626,0.16414141414141414,0.17929292929292928,0.012626262626262626,0.017676767676767676,0.017676767676767676,0.027777777777777776,0.047979797979797977,0.012626262626262626,0.027777777777777776,C08
0.07419354838709677,0.02258064516129032,0.02903225806451613,0.02258064516129032,0.02903225806451613,0.02258064516129032,0.016129032258064516,0.08709677419354839,0.02258064516129032,0.016129032258064516,0.08064516129032258,0.041935483870967745,0.2161290322580645,0.041935483870967745,0.035483870967741936,0.054838709677419356,0.1064516129032258,0.04838709677419355,0.016129032258064516,0.016129032258064516,C08
0.022123893805309734,0.06637168141592921,0.030973451327433628,0.022123893805309734,0.022123893805309734,0.030973451327433628,0.030973451327433628,0.06637168141592921,0.022123893805309734,0.0752212389380531,0.022123893805309734,0.030973451327433628,0.022123893805309734,0.030973451327433628,0.030973451327433628,0.030973451327433628,0.022123893805309734,0.03982300884955752,0.11946902654867257,0.2610619469026549,C08
0.11904761904761904,0.18027210884353742,0.03741496598639456,0.023809523809523808,0.09183673469387756,0.05782312925170068,0.023809523809523808,0.030612244897959183,0.023809523809523808,0.023809523809523808,0.030612244897959183,0.017006802721088437,0.017006802721088437,0.023809523809523808,0.19387755102040816,0.017006802721088437,0.023809523809523808,0.017006802721088437,0.017006802721088437,0.030612244897959183,C08
0.014112903225806451,0.014112903225806451,0.05846774193548387,0.018145161290322582,0.3407258064516129,0.02620967741935484,0.014112903225806451,0.038306451612903226,0.19556451612903225,0.08669354838709678,0.010080645161290322,0.03024193548387097,0.014112903225806451,0.014112903225806451,0.02217741935483871,0.02217741935483871,0.02217741935483871,0.034274193548387094,0.010080645161290322,0.014112903225806451,C08
0.03205128205128205,0.03205128205128205,0.03205128205128205,0.03205128205128205,0.03205128205128205,0.03205128205128205,0.1858974358974359,0.04487179487179487,0.07051282051282051,0.07051282051282051,0.03205128205128205,0.07051282051282051,0.03205128205128205,0.03205128205128205,0.03205128205128205,0.057692307692307696,0.04487179487179487,0.057692307692307696,0.04487179487179487,0.03205128205128205,C08
0.024271844660194174,0.043689320388349516,0.05339805825242718,0.024271844660194174,0.024271844660194174,0.024271844660194174,0.06310679611650485,0.03398058252427184,0.06310679611650485,0.024271844660194174,0.0825242718446602,0.024271844660194174,0.23786407766990292,0.024271844660194174,0.03398058252427184,0.024271844660194174,0.043689320388349516,0.0825242718446602,0.043689320388349516,0.024271844660194174,C08
0.027777777777777776,0.06111111111111111,0.06111111111111111,0.027777777777777776,0.03888888888888889,0.027777777777777776,0.12777777777777777,0.07222222222222222,0.08333333333333333,0.05,0.08333333333333333,0.027777777777777776,0.03888888888888889,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05,0.03888888888888889,0.07222222222222222,C08
0.02252252252252252,0.12162162162162163,0.05855855855855856,0.02252252252252252,0.03153153153153153,0.03153153153153153,0.13963963963963963,0.02252252252252252,0.05855855855855856,0.02252252252252252,0.0945945945945946,0.03153153153153153,0.02252252252252252,0.02252252252252252,0.04954954954954955,0.07657657657657657,0.05855855855855856,0.06756756756756757,0.02252252252252252,0.02252252252252252,C08
0.025362318840579712,0.03985507246376811,0.04710144927536232,0.07608695652173914,0.018115942028985508,0.03985507246376811,0.05434782608695652,0.03260869565217391,0.025362318840579712,0.025362318840579712,0.025362318840579712,0.025362318840579712,0.29347826086956524,0.03985507246376811,0.03985507246376811,0.08333333333333333,0.03985507246376811,0.018115942028985508,0.025362318840579712,0.025362318840579712,C08
0.014619883040935672,0.0847953216374269,0.02046783625730994,0.03216374269005848,0.014619883040935672,0.014619883040935672,0.07309941520467836,0.06140350877192982,0.038011695906432746,0.014619883040935672,0.014619883040935672,0.02046783625730994,0.347953216374269,0.038011695906432746,0.03216374269005848,0.06140350877192982,0.049707602339181284,0.014619883040935672,0.014619883040935672,0.038011695906432746,C08
0.029914529914529916,0.038461538461538464,0.029914529914529916,0.038461538461538464,0.021367521367521368,0.021367521367521368,0.08974358974358974,0.021367521367521368,0.04700854700854701,0.0641025641025641,0.11538461538461539,0.029914529914529916,0.021367521367521368,0.038461538461538464,0.038461538461538464,0.029914529914529916,0.05555555555555555,0.038461538461538464,0.038461538461538464,0.19230769230769232,C08
0.028688524590163935,0.020491803278688523,0.036885245901639344,0.0778688524590164,0.020491803278688523,0.05327868852459016,0.05327868852459016,0.020491803278688523,0.028688524590163935,0.036885245901639344,0.020491803278688523,0.036885245901639344,0.1762295081967213,0.22540983606557377,0.020491803278688523,0.045081967213114756,0.020491803278688523,0.020491803278688523,0.028688524590163935,0.028688524590163935,C08
0.031609195402298854,0.02586206896551724,0.09482758620689655,0.08908045977011494,0.020114942528735632,0.10632183908045977,0.05459770114942529,0.04885057471264368,0.09482758620689655,0.014367816091954023,0.02586206896551724,0.014367816091954023,0.031609195402298854,0.014367816091954023,0.020114942528735632,0.10057471264367816,0.07183908045977011,0.10057471264367816,0.02586206896551724,0.014367816091954023,C08
0.10773480662983426,0.013812154696132596,0.052486187845303865,0.024861878453038673,0.09116022099447514,0.04143646408839779,0.013812154696132596,0.024861878453038673,0.21823204419889503,0.013812154696132596,0.03038674033149171,0.03038674033149171,0.0856353591160221,0.013812154696132596,0.07458563535911603,0.013812154696132596,0.019337016574585635,0.06353591160220995,0.04696132596685083,0.019337016574585635,C08
0.040625,0.021875,0.021875,0.021875,0.071875,0.134375,0.053125,0.053125,0.134375,0.015625,0.021875,0.040625,0.034375,0.090625,0.021875,0.078125,0.021875,0.053125,0.028125,0.040625,C08
0.026515151515151516,0.01893939393939394,0.03409090909090909,0.01893939393939394,0.07196969696969698,0.14015151515151514,0.026515151515151516,0.01893939393939394,0.056818181818181816,0.01893939393939394,0.01893939393939394,0.03409090909090909,0.01893939393939394,0.13257575757575757,0.11742424242424243,0.026515151515151516,0.026515151515151516,0.14015151515151514,0.01893939393939394,0.03409090909090909,C08
0.021604938271604937,0.08333333333333333,0.015432098765432098,0.015432098765432098,0.06481481481481481,0.015432098765432098,0.021604938271604937,0.027777777777777776,0.2006172839506173,0.015432098765432098,0.021604938271604937,0.015432098765432098,0.027777777777777776,0.015432098765432098,0.24382716049382716,0.015432098765432098,0.05246913580246913,0.06481481481481481,0.040123456790123455,0.021604938271604937,C08
0.0220125786163522,0.015723270440251572,0.015723270440251572,0.0220125786163522,0.0220125786163522,0.07861635220125786,0.0220125786163522,0.015723270440251572,0.18553459119496854,0.015723270440251572,0.21069182389937108,0.0220125786163522,0.02830188679245283,0.03459119496855346,0.04716981132075472,0.02830188679245283,0.11635220125786164,0.05345911949685535,0.015723270440251572,0.02830188679245283,C08
0.040983606557377046,0.040983606557377046,0.040983606557377046,0.040983606557377046,0.040983606557377046,0.040983606557377046,0.07377049180327869,0.040983606557377046,0.040983606557377046,0.040983606557377046,0.05737704918032787,0.05737704918032787,0.040983606557377046,0.040983606557377046,0.040983606557377046,0.10655737704918032,0.07377049180327869,0.040983606557377046,0.040983606557377046,0.05737704918032787,C23
0.0755813953488372,0.0872093023255814,0.029069767441860465,0.06395348837209303,0.029069767441860465,0.029069767441860465,0.040697674418604654,0.05232558139534884,0.06395348837209303,0.040697674418604654,0.040697674418604654,0.029069767441860465,0.040697674418604654,0.05232558139534884,0.040697674418604654,0.029069767441860465,0.040697674418604654,0.0755813953488372,0.029069767441860465,0.11046511627906977,C23
0.029411764705882353,0.10504201680672269,0.02100840336134454,0.02100840336134454,0.046218487394957986,0.029411764705882353,0.13025210084033614,0.046218487394957986,0.02100840336134454,0.029411764705882353,0.046218487394957986,0.037815126050420166,0.029411764705882353,0.046218487394957986,0.07983193277310924,0.14705882352941177,0.037815126050420166,0.046218487394957986,0.029411764705882353,0.02100840336134454,C23
0.023972602739726026,0.023972602739726026,0.04452054794520548,0.017123287671232876,0.017123287671232876,0.017123287671232876,0.03767123287671233,0.05136986301369863,0.08561643835616438,0.023972602739726026,0.017123287671232876,0.08561643835616438,0.017123287671232876,0.2705479452054795,0.017123287671232876,0.017123287671232876,0.017123287671232876,0.09246575342465753,0.023972602739726026,0.09931506849315068,C23
0.025252525252525252,0.03535353535353535,0.03535353535353535,0.025252525252525252,0.03535353535353535,0.025252525252525252,0.03535353535353535,0.045454545454545456,0.025252525252525252,0.06565656565656566,0.05555555555555555,0.07575757575757576,0.03535353535353535,0.025252525252525252,0.045454545454545456,0.06565656565656566,0.025252525252525252,0.03535353535353535,0.2474747474747475,0.03535353535353535,C23
0.03017241379310345,0.021551724137931036,0.03879310344827586,0.3577586206896552,0.03017241379310345,0.07327586206896551,0.021551724137931036,0.03017241379310345,0.03017241379310345,0.03017241379310345,0.03017241379310345,0.04741379310344827,0.021551724137931036,0.021551724137931036,0.03879310344827586,0.021551724137931036,0.05603448275862069,0.03879310344827586,0.021551724137931036,0.03879310344827586,C23
0.022935779816513763,0.022935779816513763,0.03211009174311927,0.3623853211009174,0.022935779816513763,0.022935779816513763,0.05045871559633028,0.03211009174311927,0.03211009174311927,0.03211009174311927,0.022935779816513763,0.022935779816513763,0.0871559633027523,0.022935779816513763,0.022935779816513763,0.022935779816513763,0.04128440366972477,0.05045871559633028,0.04128440366972477,0.03211009174311927,C23
0.018796992481203006,0.018796992481203006,0.09398496240601503,0.4323308270676692,0.018796992481203006,0.02631578947368421,0.018796992481203006,0.02631578947368421,0.03383458646616541,0.04887218045112782,0.018796992481203006,0.03383458646616541,0.018796992481203006,0.018796992481203006,0.02631578947368421,0.03383458646616541,0.018796992481203006,0.02631578947368421,0.041353383458646614,0.02631578947368421,C23
0.017361111111111112,0.03125,0.052083333333333336,0.4409722222222222,0.024305555555555556,0.03819444444444445,0.024305555555555556,0.017361111111111112,0.03125,0.017361111111111112,0.017361111111111112,0.03125,0.024305555555555556,0.059027777777777776,0.059027777777777776,0.03125,0.024305555555555556,0.024305555555555556,0.017361111111111112,0.017361111111111112,C23
0.034375,0.015625,0.053125,0.490625,0.021875,0.021875,0.021875,0.021875,0.015625,0.015625,0.034375,0.015625,0.034375,0.034375,0.028125,0.059375,0.015625,0.021875,0.028125,0.015625,C23
0.017006802721088437,0.023809523809523808,0.06462585034013606,0.43197278911564624,0.017006802721088437,0.05782312925170068,0.05102040816326531,0.03741496598639456,0.017006802721088437,0.023809523809523808,0.017006802721088437,0.023809523809523808,0.023809523809523808,0.030612244897959183,0.030612244897959183,0.017006802721088437,0.017006802721088437,0.030612244897959183,0.017006802721088437,0.05102040816326531,C23
0.124,0.06,0.028,0.02,0.036,0.02,0.028,0.068,0.02,0.028,0.124,0.028,0.172,0.02,0.028,0.02,0.06,0.044,0.036,0.036,C23
0.030973451327433628,0.2168141592920354,0.09292035398230089,0.022123893805309734,0.022123893805309734,0.022123893805309734,0.03982300884955752,0.03982300884955752,0.03982300884955752,0.048672566371681415,0.03982300884955752,0.030973451327433628,0.048672566371681415,0.022123893805309734,0.0752212389380531,0.048672566371681415,0.022123893805309734,0.05752212389380531,0.05752212389380531,0.022123893805309734,C23
0.027777777777777776,0.03888888888888889,0.027777777777777776,0.05,0.027777777777777776,0.03888888888888889,0.09444444444444444,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.20555555555555555,0.03888888888888889,0.03888888888888889,0.027777777777777776,0.03888888888888889,0.06111111111111111,0.027777777777777776,0.05,0.09444444444444444,0.027777777777777776,C23
0.04482758620689655,0.03103448275862069,0.05862068965517241,0.017241379310344827,0.02413793103448276,0.05172413793103448,0.05172413793103448,0.03103448275862069,0.05172413793103448,0.02413793103448276,0.19655172413793104,0.02413793103448276,0.017241379310344827,0.02413793103448276,0.017241379310344827,0.03103448275862069,0.02413793103448276,0.23103448275862068,0.02413793103448276,0.02413793103448276,C23
0.029411764705882353,0.029411764705882353,0.11176470588235295,0.052941176470588235,0.041176470588235294,0.029411764705882353,0.11176470588235295,0.041176470588235294,0.029411764705882353,0.041176470588235294,0.11176470588235295,0.041176470588235294,0.041176470588235294,0.029411764705882353,0.07647058823529412,0.041176470588235294,0.041176470588235294,0.029411764705882353,0.029411764705882353,0.041176470588235294,C23
0.025362318840579712,0.018115942028985508,0.025362318840579712,0.4601449275362319,0.018115942028985508,0.025362318840579712,0.025362318840579712,0.018115942028985508,0.03260869565217391,0.025362318840579712,0.025362318840579712,0.04710144927536232,0.06159420289855073,0.06884057971014493,0.025362318840579712,0.018115942028985508,0.018115942028985508,0.018115942028985508,0.025362318840579712,0.018115942028985508,C23
0.03543307086614173,0.01968503937007874,0.04330708661417323,0.051181102362204724,0.03543307086614173,0.03543307086614173,0.06692913385826772,0.01968503937007874,0.027559055118110236,0.01968503937007874,0.01968503937007874,0.01968503937007874,0.03543307086614173,0.17716535433070865,0.027559055118110236,0.01968503937007874,0.027559055118110236,0.051181102362204724,0.09055118110236221,0.17716535433070865,C23
0.027472527472527472,0.04945054945054945,0.027472527472527472,0.027472527472527472,0.027472527472527472,0.027472527472527472,0.027472527472527472,0.027472527472527472,0.027472527472527472,0.04945054945054945,0.038461538461538464,0.04945054945054945,0.11538461538461539,0.14835164835164835,0.027472527472527472,0.04945054945054945,0.11538461538461539,0.038461538461538464,0.07142857142857142,0.027472527472527472,C23
0.03308823529411765,0.04044117647058824,0.12867647058823528,0.01838235294117647,0.025735294117647058,0.04779411764705882,0.025735294117647058,0.04044117647058824,0.04044117647058824,0.04779411764705882,0.025735294117647058,0.06985294117647059,0.12867647058823528,0.10661764705882353,0.07720588235294118,0.01838235294117647,0.025735294117647058,0.025735294117647058,0.01838235294117647,0.05514705882352941,C23
0.03594771241830065,0.05555555555555555,0.03594771241830065,0.016339869281045753,0.049019607843137254,0.016339869281045753,0.06862745098039216,0.11437908496732026,0.016339869281045753,0.016339869281045753,0.03594771241830065,0.06862745098039216,0.016339869281045753,0.03594771241830065,0.016339869281045753,0.029411764705882353,0.029411764705882353,0.06862745098039216,0.016339869281045753,0.2581699346405229,C23
0.015527950310559006,0.046583850931677016,0.07142857142857142,0.015527950310559006,0.12732919254658384,0.015527950310559006,0.034161490683229816,0.015527950310559006,0.07763975155279502,0.021739130434782608,0.052795031055900624,0.021739130434782608,0.021739130434782608,0.12111801242236025,0.10869565217391304,0.027950310559006212,0.015527950310559006,0.021739130434782608,0.15217391304347827,0.015527950310559006,C23
0.017361111111111112,0.04513888888888889,0.07291666666666667,0.23958333333333334,0.03819444444444445,0.04513888888888889,0.04513888888888889,0.017361111111111112,0.08680555555555555,0.024305555555555556,0.052083333333333336,0.04513888888888889,0.059027777777777776,0.059027777777777776,0.03819444444444445,0.03125,0.03125,0.017361111111111112,0.017361111111111112,0.017361111111111112,C23
0.03571428571428571,0.05,0.12142857142857143,0.03571428571428571,0.05,0.03571428571428571,0.05,0.07857142857142857,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.06428571428571428,0.05,0.10714285714285714,C23
0.02100840336134454,0.029411764705882353,0.07142857142857142,0.02100840336134454,0.029411764705882353,0.046218487394957986,0.07142857142857142,0.07983193277310924,0.02100840336134454,0.1134453781512605,0.029411764705882353,0.08823529411764706,0.02100840336134454,0.037815126050420166,0.029411764705882353,0.037815126050420166,0.037815126050420166,0.02100840336134454,0.029411764705882353,0.1638655462184874,C23
0.027777777777777776,0.03571428571428571,0.07539682539682539,0.027777777777777776,0.027777777777777776,0.01984126984126984,0.10714285714285714,0.051587301587301584,0.01984126984126984,0.08333333333333333,0.04365079365079365,0.051587301587301584,0.027777777777777776,0.027777777777777776,0.03571428571428571,0.027777777777777776,0.04365079365079365,0.03571428571428571,0.07539682539682539,0.15476190476190477,C23
0.04696132596685083,0.024861878453038673,0.06353591160220995,0.013812154696132596,0.03591160220994475,0.024861878453038673,0.06353591160220995,0.13535911602209943,0.019337016574585635,0.058011049723756904,0.024861878453038673,0.058011049723756904,0.03038674033149171,0.019337016574585635,0.04143646408839779,0.019337016574585635,0.04696132596685083,0.019337016574585635,0.013812154696132596,0.24033149171270718,C23
0.03,0.016666666666666666,0.03,0.016666666666666666,0.23,0.023333333333333334,0.023333333333333334,0.15666666666666668,0.016666666666666666,0.13,0.016666666666666666,0.023333333333333334,0.016666666666666666,0.016666666666666666,0.023333333333333334,0.056666666666666664,0.09,0.03666666666666667,0.016666666666666666,0.03,C23
0.014534883720930232,0.014534883720930232,0.0436046511627907,0.014534883720930232,0.020348837209302327,0.014534883720930232,0.03197674418604651,0.11337209302325581,0.014534883720930232,0.4563953488372093,0.020348837209302327,0.020348837209302327,0.020348837209302327,0.014534883720930232,0.02616279069767442,0.03197674418604651,0.020348837209302327,0.02616279069767442,0.04941860465116279,0.03197674418604651,C23
0.024509803921568627,0.024509803921568627,0.06372549019607843,0.06372549019607843,0.1323529411764706,0.05392156862745098,0.08333333333333333,0.04411764705882353,0.10294117647058823,0.03431372549019608,0.04411764705882353,0.024509803921568627,0.024509803921568627,0.04411764705882353,0.06372549019607843,0.024509803921568627,0.06372549019607843,0.024509803921568627,0.024509803921568627,0.03431372549019608,C23
0.022277227722772276,0.03712871287128713,0.017326732673267328,0.017326732673267328,0.37376237623762376,0.012376237623762377,0.05198019801980198,0.09158415841584158,0.017326732673267328,0.022277227722772276,0.017326732673267328,0.04702970297029703,0.012376237623762377,0.017326732673267328,0.03712871287128713,0.027227722772277228,0.03217821782178218,0.03217821782178218,0.03217821782178218,0.08168316831683169,C23
0.03205128205128205,0.03205128205128205,0.07051282051282051,0.03205128205128205,0.03205128205128205,0.03205128205128205,0.04487179487179487,0.03205128205128205,0.04487179487179487,0.04487179487179487,0.04487179487179487,0.08333333333333333,0.07051282051282051,0.04487179487179487,0.03205128205128205,0.04487179487179487,0.04487179487179487,0.03205128205128205,0.04487179487179487,0.16025641025641027,C23
0.12037037037037036,0.040123456790123455,0.015432098765432098,0.021604938271604937,0.027777777777777776,0.021604938271604937,0.021604938271604937,0.05864197530864197,0.027777777777777776,0.12654320987654322,0.05864197530864197,0.015432098765432098,0.015432098765432098,0.015432098765432098,0.027777777777777776,0.015432098765432098,0.19444444444444445,0.07098765432098765,0.08950617283950617,0.015432098765432098,C23
0.018518518518518517,0.04814814814814815,0.03333333333333333,0.018518518518518517,0.03333333333333333,0.018518518518518517,0.040740740740740744,0.10740740740740741,0.04814814814814815,0.1814814814814815,0.04814814814814815,0.025925925925925925,0.018518518518518517,0.018518518518518517,0.025925925925925925,0.07777777777777778,0.025925925925925925,0.018518518518518517,0.018518518518518517,0.17407407407407408,C23
0.0371900826446281,0.07024793388429752,0.1446280991735537,0.02066115702479339,0.0371900826446281,0.02066115702479339,0.028925619834710745,0.128099173553719,0.02066115702479339,0.05371900826446281,0.0371900826446281,0.07851239669421488,0.02066115702479339,0.02066115702479339,0.028925619834710745,0.028925619834710745,0.0371900826446281,0.05371900826446281,0.02066115702479339,0.1115702479338843,C23
0.02252252252252252,0.06756756756756757,0.0945945945945946,0.02252252252252252,0.02252252252252252,0.04054054054054054,0.13963963963963963,0.02252252252252252,0.03153153153153153,0.02252252252252252,0.13963963963963963,0.04954954954954955,0.02252252252252252,0.02252252252252252,0.04054054054054054,0.05855855855855856,0.06756756756756757,0.02252252252252252,0.03153153153153153,0.05855855855855856,C23
0.02976190476190476,0.041666666666666664,0.1130952380952381,0.06547619047619048,0.041666666666666664,0.02976190476190476,0.05357142857142857,0.02976190476190476,0.041666666666666664,0.041666666666666664,0.05357142857142857,0.02976190476190476,0.06547619047619048,0.07738095238095238,0.041666666666666664,0.02976190476190476,0.06547619047619048,0.02976190476190476,0.08928571428571429,0.02976190476190476,C23
